id,title,genero,score,userId
hs1488,what the shark?,"documentaries, science & technology",4.0,47
hs1489,cocoa butter's the era,lifestyle & culture,1.5,34
hs1490,ladhood,"comedy, sitcom",3.0,98
hs1491,shark vs. whale,"documentaries, science & technology",1.0,465
hs1492,tasty's making it big,documentaries,4.0,29
hs1493,borderforce usa,"documentaries, drama",4.0,672
hs1494,maxxx,"comedy, international, sitcom",2.5,231
hs1495,good deeds,"black stories, drama, romance",4.5,31
hs1496,jamie: keep cooking and carry on,"cooking & food, lifestyle & culture",4.0,346
hs1497,raging bull shark,"documentaries, science & technology",3.0,469
hs1498,world's biggest great white? expedition hawaii,documentaries,2.0,398
hs1499,2099: the soldier protocol,"action, adventure, science fiction",3.0,231
hs1500,own the sky,documentaries,5.0,134
hs1501,rattlesnakes,thriller,4.0,37
hs1502,zoo-head,"science fiction, thriller",3.0,217
hs1503,auditions,comedy,4.0,56
hs1504,most wanted sharks,"documentaries, science & technology",4.0,12
hs1505,sharkcano,"documentaries, science & technology",4.0,46
hs1506,sharks vs. dolphins: blood battle,"documentaries, science & technology",5.0,55
hs1507,the last full measure,"action, adventure, drama",2.0,89
hs1508,when sharks attack,"documentaries, news, science & technology",4.5,231
hs1509,the assistant,drama,2.0,65
hs1510,world's biggest tiger shark?,"documentaries, science & technology",4.0,544
hs1511,marianne & leonard: words of love,"documentaries, music",5.0,132
hs1512,bong appetit,"cooking & food, lifestyle & culture, reality",4.5,211
hs1513,ana,"comedy, drama",2.0,65
hs1514,the current occupant,horror,4.0,166
hs1515,the pickup game,documentaries,3.5,98
hs1516,the wolf hour,"drama, mystery, thriller",4.0,741
hs1517,we are freestyle love supreme,"documentaries, music",4.0,234
hs1518,the traitor,"crime, drama, international",5.0,463
hs1519,the weekend,"black stories, comedy",3.0,415
hs1520,my scientology movie,documentaries,4.0,332
hs1521,china: the panda adventure,drama,3.0,251
hs1522,horses: the story of equus imax,"documentaries, kids",4.0,63
hs1523,superpower dogs,"documentaries, kids",5.0,160
hs1524,the new york times presents,news,3.5,49
hs1525,the secret of life on earth,"documentaries, kids",5.0,611
hs1526,black butler,"action, adventure, anime",4.0,303
hs1527,dicktown,comedy,4.0,12
hs1528,sea fever,"horror, thriller",3.5,35
hs1529,the fosters,"drama, teen",2.0,189
hs1530,evantubehd smiles & smarts by pocket.watch,kids,2.0,231
hs1531,hobbykidstv smiles & smarts by pocket.watch,kids,3.0,3
hs1532,i am not your negro,"black stories, documentaries",4.0,179
hs1533,jason vlogs smiles & smarts by pocket.watch,kids,4.0,353
hs1534,jillian's mystery craft box by pocket.watch,kids,0.5,144
hs1535,jilliantubehd smiles & smarts by pocket.watch,kids,1.5,332
hs1536,karina garcia smiles & smarts by pocket.watch,kids,2.0,8
hs1537,kidcity smiles & smarts by pocket.watch,kids,5.0,580
hs1538,marmar land smiles & smarts by pocket.watch,kids,3.0,267
hs1539,onyx family smiles & smarts by pocket.watch,kids,4.0,64
hs1540,ryan's world specials presented by pocket.watch,"family, kids",3.0,400
hs1541,scratch garden smiles & smarts by pocket.watch,kids,3.0,231
hs1542,the other lamb,"drama, horror",3.0,382
hs1543,the house that jack built,"crime, drama, horror",2.0,116
hs1544,the whistlers,"comedy, drama, horror",4.0,120
hs1545,1000-lb sisters,"documentaries, reality",3.0,103
hs1546,90 day fiancé: the other way,reality,4.0,8
hs1547,buddy vs. duff,"cooking & food, lifestyle & culture, reality",3.0,330
hs1548,"burgers, brew & 'que","cooking & food, lifestyle & culture",4.0,131
hs1549,chris farley: anything for a laugh,"documentaries, news",5.0,49
hs1550,citizen soldier,documentaries,4.0,279
hs1551,danger close,documentaries,4.5,56
hs1552,family by the ton,documentaries,3.0,20
hs1553,ghost hunters,"drama, horror, mystery",2.0,8
hs1554,intervention,"documentaries, health & wellness, reality",1.0,157
hs1555,married at first sight: jamie and doug plus one,reality,3.5,49
hs1556,psychic kids,"drama, mystery, reality",4.0,46
hs1557,rebel in the rye,"drama, history",2.5,153
hs1558,say yes to the nest,"lifestyle & culture, reality",5.0,557
hs1559,the american farm,"documentaries, reality, science & technology",4.0,230
hs1560,the cured,"drama, horror, thriller",5.0,955
hs1561,the day i picked my parents,"documentaries, reality",5.0,24
hs1562,the grill dads,"cooking & food, lifestyle & culture, reality",0.5,267
hs1563,the hornet's nest,documentaries,1.0,12
hs1564,the strongest man in history,"documentaries, reality",3.5,79
hs1565,the toe bro,"documentaries, reality",1.5,465
hs1566,unexpected,reality,4.0,106
hs1567,welcome to plathville,reality,3.0,436
hs1568,mission: impossible - ghost protocol,"action, adventure",4.0,132
hs1569,the gallows act ii,"horror, thriller",4.0,120
hs1570,the postcard killings,"drama, horror, mystery",0.5,59
hs1571,carrion,horror,4.0,68
hs1572,digimon adventure:,anime,1.0,151
hs1573,wild nights with emily,"comedy, lgbtq+",2.0,332
hs1574,merlin,"drama, international, science fiction",4.0,353
hs1575,once were brothers: robbie robertson and the band,"documentaries, music",4.0,158
hs1576,the rape of recy taylor,"black stories, documentaries, drama",4.0,229
hs1577,ufc 250,sports,4.5,64
hs1578,xx,horror,2.0,271
hs1579,juneteenth: a celebration of overcoming,"documentaries, news",2.0,251
hs1580,buffaloed,comedy,5.0,139
hs1581,crawl,"horror, thriller",2.0,2
hs1582,drug lords: the next generation,"crime, documentaries",4.0,9
hs1583,taste the nation with padma lakshmi,"cooking & food, lifestyle & culture, reality",5.0,267
hs1584,sweet home sextuplets,reality,5.0,27
hs1585,brockmire,"comedy, sitcom",4.5,16
hs1586,forensic files,"crime, documentaries",3.5,404
hs1587,george to the rescue,lifestyle & culture,3.5,398
hs1588,your home made perfect,reality,2.0,65
hs1589,pan,"action, adventure, family",5.0,16
hs1590,the dustwalker,"drama, horror, science fiction",4.0,34
hs1591,eye in the sky,"drama, thriller",2.5,332
hs1592,child's play,"horror, thriller",3.0,150
hs1593,clemency,"black stories, drama",2.0,84
hs1594,crossing swords,"adult animation, comedy",3.0,231
hs1595,good boy,"horror, thriller",3.5,368
hs1596,la 92,"black stories, documentaries",3.0,15
hs1597,soccer,sports,4.0,160
hs1598,a beautiful planet,"documentaries, kids",4.0,20
hs1599,destiny in space,"documentaries, kids",3.0,24
hs1600,fires of kuwait,documentaries,3.0,33
hs1601,galapagos,"documentaries, kids",4.0,348
hs1602,imax: t-rex: back to the cretaceous,"adventure, kids",4.0,83
hs1603,into the deep,"documentaries, kids",3.0,713
hs1604,journey to the south pacific,"documentaries, kids",5.0,65
hs1605,pandas,"documentaries, kids",3.5,201
hs1606,space station,"documentaries, kids",3.0,483
hs1607,survival island,documentaries,3.0,193
hs1608,the dream is alive imax,"documentaries, kids",4.0,483
hs1609,tyler perry's the haves and the have nots,"black stories, drama",5.0,969
hs1610,why we fight,"documentaries, sports",5.0,16
hs1611,absolute boyfriend,"comedy, international",1.0,306
hs1612,where's waldo?,"action, adventure, family",4.0,24
hs1613,frankie,drama,3.0,229
hs1614,shirley,"drama, horror, thriller",3.5,398
hs1615,the paynes,"black stories, comedy",4.0,107
hs1616,and we go green,documentaries,3.0,24
hs1617,miss snake charmer,documentaries,4.5,98
hs1618,a beautiful day in the neighborhood,drama,3.0,423
hs1619,hard,"comedy, drama, latino",5.0,390
hs1620,4th man out,"comedy, drama",4.0,229
hs1621,above and beyond,documentaries,1.0,253
hs1622,almost adults,"comedy, drama, lgbtq+",3.0,398
hs1623,childrens hospital,"comedy, sitcom",2.5,20
hs1624,community en español,"comedy, latino",4.5,97
hs1625,dirty dancing: havana nights,"drama, music, romance",3.0,46
hs1626,equilibrium,science fiction,3.0,445
hs1627,hail columbia!,documentaries,4.0,16
hs1628,happily n'ever after,"action, adventure, comedy",4.0,132
hs1629,inside 30 for 30,"documentaries, sports",2.0,229
hs1630,just eat it: a food waste story,documentaries,4.5,49
hs1631,maximilian,"drama, history",5.0,472
hs1632,meet me in montenegro,"comedy, drama, romance",3.5,111
hs1633,spider-man,"action, adventure, family",4.0,123
hs1634,spider-man 2,"action, adventure, family",4.0,166
hs1635,the 10 year plan,"comedy, lgbtq+, romance",4.0,65
hs1636,westworld,"drama, mystery, science fiction",2.0,229
hs1637,women and sometimes men,"drama, romance",3.0,8
hs1638,disappearance at clifton hill,"drama, mystery",5.0,41
hs1639,rig 45,"drama, horror, international",3.0,192
hs1640,miles from tomorrowland,"adventure, cartoons, kids",3.0,79
hs1641,mission force one,"action, adventure, kids",3.0,150
hs1642,star vs. the forces of evil,"adventure, cartoons, kids",3.0,160
hs1643,world of dance,reality,3.0,176
hs1644,doc mcstuffins,"black stories, cartoons, kids",3.0,174
hs1645,gravity falls,"cartoons, comedy, kids",4.0,1025
hs1646,i still believe,"drama, music, romance",3.0,523
hs1647,the titan games,"family, health & wellness, reality",3.0,362
hs1648,this mountain life,"adventure, documentaries",5.0,49
hs1649,the tracker,"action, adventure, horror",3.0,543
hs1650,ufc 249,sports,3.5,231
hs1651,drag kids,documentaries,3.0,566
hs1652,aka jane roe,"documentaries, history",3.0,298
hs1653,killer in plain sight,"crime, documentaries, drama",5.0,136
hs1654,premature,"black stories, drama, romance",1.0,505
hs1655,rocketman,"drama, lgbtq+, music",2.0,506
hs1656,the painter and the thief,"documentaries, international",5.0,517
hs1657,top end wedding,"comedy, romance",4.0,388
hs1658,k.c. undercover,"black stories, comedy, family",5.0,779
hs1659,red dog,documentaries,3.0,9
hs1660,2nd date sex,"comedy, romance",1.0,450
hs1661,above the shadows,"drama, science fiction",4.0,611
hs1662,already tomorrow in hong kong,"comedy, romance",2.0,332
hs1663,autonomy,documentaries,5.0,126
hs1664,big men,documentaries,3.0,58
hs1665,cosmos,"action, adventure, drama",3.0,465
hs1666,da sweet blood of jesus,"comedy, horror, thriller",4.0,474
hs1667,morphle,"action, adventure, family",4.0,340
hs1668,saving atlantis,documentaries,4.0,37
hs1669,scandal,"black stories, drama",3.5,106
hs1670,the mandela effect,"horror, science fiction, thriller",2.5,120
hs1671,baskets,comedy,3.0,46
hs1672,beat bobby flay,"cooking & food, family, lifestyle & culture",3.5,231
hs1673,digimon adventure,"action, adventure, anime",3.0,37
hs1674,digimon adventure 02,"action, adventure, anime",4.0,12
hs1675,digimon frontier,"action, adventure, anime",5.0,62
hs1676,digimon tamers,"action, adventure, anime",5.0,284
hs1677,fast n' loud,"lifestyle & culture, reality",3.5,246
hs1678,my friend dahmer,"drama, horror",5.0,75
hs1679,saving flora,"action, adventure, drama",4.5,47
hs1680,street outlaws,"documentaries, reality, sports",3.0,236
hs1681,the boy downstairs,"comedy, romance",1.0,123
hs1682,the cat rescuers,documentaries,2.5,231
hs1683,the great,"comedy, drama, history",4.0,191
hs1684,the little couple,"documentaries, reality",4.5,828
hs1685,just shoot me,"comedy, sitcom",3.0,432
hs1686,appare-ranman!,"action, adventure, anime",2.0,166
hs1687,claws,"comedy, crime, drama",3.0,667
hs1688,blindspot,"action, crime, drama",3.0,80
hs1689,delivered,"horror, thriller",4.0,20
hs1690,spaceship earth,documentaries,4.0,12
hs1691,pitch,"drama, sports",4.0,234
hs1692,the hustle,comedy,5.0,354
hs1693,fine lines,documentaries,4.0,251
hs1694,pain and glory,"drama, international",4.5,267
hs1695,shironeko project zero chronicle,anime,3.5,573
hs1696,the 33,drama,4.0,74
hs1697,the lodge,"horror, thriller",3.5,741
hs1698,vikings,"action, adventure, drama",4.0,253
hs1699,after class,"comedy, drama",2.5,136
hs1700,arte,"anime, drama, history",5.0,253
hs1701,listeners,"action, adventure, anime",5.0,47
hs1702,unlocking victory,sports,3.0,30
hs1703,bloom (aus),"drama, international, mystery",4.0,33
hs1704,boomtown,drama,3.0,150
hs1705,christine,drama,4.0,49
hs1706,darwin's game,"action, adventure, anime",4.5,20
hs1707,dismissed,"horror, thriller",3.5,43
hs1708,f the prom,comedy,5.0,18
hs1709,ghost team (unrated),"action, adventure, comedy",3.0,43
hs1710,harry benson: shoot first,documentaries,3.0,132
hs1711,i am alone,"action, adventure, horror",1.0,97
hs1712,in the radiant city,drama,2.5,436
hs1713,missing 411,documentaries,4.0,850
hs1714,the dinner,"drama, horror, thriller",3.5,316
hs1715,toxic beauty,documentaries,2.0,682
hs1716,sophie la girafe,"family, kids",0.5,75
hs1717,cunningham,"documentaries, music",5.0,170
hs1718,hubble 30th anniversary,"documentaries, science & technology",5.0,24
hs1719,a kind of murder,"crime, drama, horror",5.0,452
hs1720,abc news archives: earth day,"classics, news",4.0,187
hs1721,detail: 1998 chicago bulls,sports,2.0,98
hs1722,paranormal activity 3,"horror, thriller",3.5,34
hs1723,100 streets,drama,3.0,132
hs1724,2 days in paris,"comedy, drama, romance",3.0,229
hs1725,blame,drama,3.5,46
hs1726,this is not berlin,"drama, latino",4.0,228
hs1727,"little people, big world",reality,5.0,107
hs1728,songland,"music, reality",1.5,390
hs1729,vault,"crime, drama",5.0,193
hs1730,little joe,"drama, horror, science fiction",3.0,48
hs1731,13 assassins,"action, adventure, drama",4.0,308
hs1732,barking dogs never bite,"comedy, international",3.5,724
hs1733,cashback,"comedy, drama, international",4.0,160
hs1734,force majeure,"comedy, drama",3.5,429
hs1735,jesus camp,documentaries,5.0,120
hs1736,let the right one in,"drama, horror, international",2.0,533
hs1737,melancholia,"drama, science fiction",4.0,24
hs1738,mother,"crime, drama, horror",4.0,836
hs1739,parasite,"comedy, drama, horror",3.0,390
hs1740,the host,"horror, science fiction, thriller",2.0,359
hs1741,the queen of versailles,documentaries,2.0,521
hs1742,mls,sports,3.0,160
hs1743,future man,"comedy, science fiction",0.5,439
hs1744,pooka lives!,horror,4.0,963
hs1745,siren,"drama, teen",4.5,38
hs1746,60 days in: narcoland,"crime, documentaries, reality",2.0,429
hs1747,90 day fiancé: happily ever after?,"documentaries, international, reality",3.0,236
hs1748,breaking amish,"documentaries, reality",4.5,348
hs1749,bring it!,"black stories, lifestyle & culture, reality",4.5,173
hs1750,hatfields & mccoys,"action, adventure, drama",0.5,222
hs1751,hidden potential,"lifestyle & culture, reality",4.0,47
hs1752,kids behind bars: life or parole,"crime, documentaries",3.0,65
hs1753,little women: la,"drama, reality",4.0,245
hs1754,taken at birth,"documentaries, reality",2.5,482
hs1755,the family chantel,"documentaries, reality",3.5,90
hs1756,the food that built america,"cooking & food, documentaries, lifestyle & culture",4.5,740
hs1757,the kitchen,"cooking & food, lifestyle & culture",4.0,271
hs1758,the witch,"drama, international, latino",5.0,753
hs1759,who let the dogs out,documentaries,5.0,158
hs1760,luther,"crime, drama, international",3.0,166
hs1761,baghdad central,"drama, thriller",4.0,252
hs1762,portrait of a lady on fire,"drama, history, lgbtq+",4.5,27
hs1763,brown girl begins,science fiction,5.0,41
hs1764,margaret atwood: a word after a word after a word is power,documentaries,4.5,136
hs1765,little fires everywhere,"black stories, drama",3.0,65
hs1766,gravity,"comedy, drama",4.0,20
hs1767,yu-gi-oh! arc-v,"action, anime, international",5.0,346
hs1768,big time adolescence,comedy,3.5,11
hs1769,legion,"action, adventure, drama",3.5,544
hs1770,love island: australia,reality,3.5,27
hs1771,taboo,"crime, drama",4.0,359
hs1772,the bastard executioner,"action, adventure, drama",3.0,76
hs1773,atlanta,"black stories, comedy, drama",3.0,47
hs1774,better things,"comedy, drama",2.5,482
hs1775,monchhichi,"adventure, comedy, family",5.0,51
hs1776,monos,"adventure, international, thriller",3.0,55
hs1777,the most dangerous animal of all,documentaries,3.5,34
hs1778,crawlers,horror,3.5,215
hs1779,hillary,documentaries,5.0,174
hs1780,"i draw, you cook","cooking & food, lifestyle & culture, reality",4.5,79
hs1781,knives and skin,"drama, horror, mystery",4.0,317
hs1782,devs,"drama, science fiction, thriller",5.0,420
hs1783,defining moments with ozy,documentaries,2.0,346
hs1784,flesh and bone (tv),"drama, lifestyle & culture",3.0,49
hs1785,it's always sunny in philadelphia,"comedy, sitcom",4.0,1648
hs1786,life in pieces,"comedy, sitcom",4.0,625
hs1787,snowfall,"black stories, drama",2.5,231
hs1788,extreme rescues,"adventure, documentaries",3.5,217
hs1789,hawthorne,drama,4.5,180
hs1790,ok k.o.! let's be heroes,"adventure, family, kids",4.5,16
hs1791,nip/tuck,"drama, romance",2.0,132
hs1792,último tren a rusia,"documentaries, sports",2.0,661
hs1793,bless this mess,"comedy, sitcom",3.5,211
hs1794,bad banks,"drama, international, thriller",4.5,16
hs1795,britain's best home cook,"cooking & food, lifestyle & culture, reality",4.0,611
hs1796,after parkland,documentaries,3.0,364
hs1797,getaway,"action, adventure, horror",4.0,331
hs1798,guardians of the amazon,documentaries,5.0,151
hs1799,and so it goes,"comedy, drama, romance",4.0,230
hs1800,oculus,"horror, thriller",3.5,296
hs1801,racetime,"action, adventure, comedy",4.0,233
hs1802,radioflash,"action, adventure, horror",4.0,46
hs1803,the other guy,"comedy, drama, international",4.0,273
hs1804,utopia falls,"black stories, drama, kids",5.0,16
hs1805,sea of shadows,"crime, documentaries, drama",5.0,294
hs1806,alive,documentaries,3.0,924
hs1807,smile down the runway,"anime, drama, international",5.0,193
hs1808,wrong man,"black stories, crime, documentaries",3.0,30
hs1809,infinite dendrogram,"anime, science fiction",2.5,251
hs1810,toilet-bound hanako-kun,"anime, comedy, science fiction",2.0,125
hs1811,"bofuri: i don't want to get hurt, so i'll max out my defense.","anime, international",5.0,55
hs1812,my valentine,"horror, thriller",3.0,249
hs1813,plunderer,"action, adventure, anime",4.0,53
hs1814,angel of mine,"drama, horror, mystery",3.5,46
hs1815,mamon,"crime, drama, thriller",2.5,11
hs1816,sorcerous stabber orphen,"action, adventure, anime",5.0,443
hs1817,the cave,documentaries,2.5,9
hs1818,wrinkles the clown,"comedy, documentaries, horror",3.0,24
hs1819,basketball: a love story,"documentaries, sports",3.5,64
hs1820,princess cyd,"drama, lgbtq+, romance",3.0,363
hs1821,ufc 246,sports,3.0,359
hs1822,wwe miz and mrs,reality,4.0,228
hs1823,tom brady’s big super bowl announcement,sports,1.0,229
hs1824,adam,"comedy, lgbtq+",2.5,299
hs1825,all about e,"comedy, drama, lgbtq+",4.0,404
hs1826,cherry pop,"comedy, lgbtq+, music",4.0,434
hs1827,getting go: the go doc project,"drama, lgbtq+",4.0,314
hs1828,henry gamble's birthday party,"drama, lgbtq+",3.0,632
hs1829,howards end,"drama, history",4.5,68
hs1830,liz in september,"drama, lgbtq+, romance",2.5,937
hs1831,naz & maalik,"action, adventure, black stories",4.0,222
hs1832,the girl king,"drama, history, lgbtq+",3.0,792
hs1833,those people,"drama, lgbtq+, romance",4.0,1725
hs1834,where we go from here,"drama, lgbtq+",4.0,34
hs1835,blast of tempest,"adventure, anime, international",5.0,225
hs1836,blue exorcist,"action, adventure, anime",3.0,765
hs1837,charlotte,"anime, drama, science fiction",5.0,12
hs1838,durarara!!,"action, adventure, anime",4.0,115
hs1839,durarara!!x2,"anime, drama, international",4.0,64
hs1840,erased,anime,5.0,242
hs1841,fate/stay night [unlimited blade works],"action, adventure, anime",3.0,267
hs1842,fate/zero,"action, adventure, anime",2.5,46
hs1843,fullmetal alchemist: brotherhood,"action, adventure, anime",3.0,1179
hs1844,gurren lagann,"action, adventure, anime",3.0,131
hs1845,kill la kill,anime,4.0,228
hs1846,magi,"action, adventure, anime",3.0,179
hs1847,magi 2,"action, adventure, anime",5.0,284
hs1848,my little pony crystal princess: the runaway rainbow en español,kids,5.0,517
hs1849,my little pony: a very minty christmas en español,kids,3.0,73
hs1850,my little pony: friendship is magic en español,"family, kids",5.0,330
hs1851,my little pony: the princess promenade en español,kids,4.0,82
hs1852,my little pony: twinkle wish adventure en español,kids,2.0,362
hs1853,nisekoi,"anime, comedy, international",2.0,107
hs1854,nisekoi 2,"anime, comedy, international",3.0,46
hs1855,oreshura,"anime, drama, international",5.0,117
hs1856,plastic memories,"anime, international",4.0,153
hs1857,puella magi madoka magica,"anime, international, science fiction",5.0,286
hs1858,rurouni kenshin,"anime, science fiction",5.0,337
hs1859,serie pokémon xy,"anime, kids",3.5,20
hs1860,serie pokémon xy – expediciones en kalos,"anime, kids",1.5,11
hs1861,serie pokémon xyz,"anime, kids",3.0,46
hs1862,sword art online,"action, adventure, anime",1.0,129
hs1863,sword art online extra edition,"anime, international",4.0,225
hs1864,sword art online ii,"action, adventure, anime",4.0,174
hs1865,the asterisk war,"action, adventure, anime",4.0,16
hs1866,your lie in april,"anime, drama, international",5.0,930
hs1867,i am jazz,"documentaries, lgbtq+, reality",4.0,465
hs1868,brian banks,"black stories, drama",4.0,319
hs1869,luce,"black stories, drama",4.0,58
hs1870,cooks vs. cons,"cooking & food, family, lifestyle & culture",4.5,672
hs1871,damages en español,"drama, latino",0.5,482
hs1872,flea market flip,"family, lifestyle & culture",3.0,79
hs1873,good eats: reloaded,"cooking & food, lifestyle & culture",2.0,24
hs1874,emanuel,documentaries,2.5,231
hs1875,the detour,"comedy, sitcom",2.5,105
hs1876,justified,"action, adventure, crime",4.0,160
hs1877,justified en español,"crime, drama, latino",4.0,10
hs1878,"life, animated",documentaries,3.0,93
hs1879,gold rush: dave turin's lost mine,"action, adventure, reality",0.5,15
hs1880,greener grass,"comedy, horror, thriller",3.5,146
hs1881,coherence,"horror, science fiction, thriller",2.0,123
hs1882,nasa explorers,science & technology,3.0,231
hs1883,rare exports: a christmas tale,"action, adventure, comedy",4.0,24
hs1884,the alchemist cookbook,"comedy, horror",3.0,166
hs1885,we need to talk about kevin,"drama, international",3.0,271
hs1886,lodge 49,"comedy, drama",2.5,465
hs1887,the terror,"drama, history, thriller",2.5,32
hs1888,gordon ramsay's 24 hours to hell and back,"cooking & food, documentaries, reality",5.0,174
hs1889,the art of self-defense,comedy,3.0,340
hs1890,fox news sunday,news,3.0,150
hs1891,honeyland,documentaries,4.0,4
hs1892,raise hell: the life and times of molly ivins,documentaries,1.0,157
hs1893,¿dónde está elisa?,"crime, drama, latino",4.0,533
hs1894,c.b. strike,"crime, drama, mystery",3.0,8
hs1895,damages,"crime, drama",5.0,97
hs1896,hunting jonbenét's killer: the untold story,"crime, documentaries, news",4.0,429
hs1897,rellik,"crime, drama, mystery",4.0,16
hs1898,rescue me,"action, comedy, drama",5.0,47
hs1899,the curse of oak island,"documentaries, history, reality",4.0,212
hs1900,the zen diaries of garry shandling,documentaries,3.0,430
hs1901,24 hour love,"black stories, drama",2.5,231
hs1902,35 and ticking,"black stories, comedy, romance",4.5,323
hs1903,a score to settle,"action, adventure, horror",5.0,65
hs1904,beneath the darkness,"horror, thriller",5.0,382
hs1905,cabin fever: patient zero,"horror, thriller",4.0,623
hs1906,catching faith,"drama, family",4.0,423
hs1907,d.l. hughley: reset,"comedy, stand up",3.5,398
hs1908,dark was the night,horror,0.5,49
hs1909,day of the falcon,"action, adventure, drama",1.0,8
hs1910,digging up the marrow,horror,4.0,84
hs1911,elvira: mistress of the dark,"comedy, horror",3.5,450
hs1912,gary owen: i agree with myself,"comedy, stand up",4.0,384
hs1913,hellbound: hellraiser ii,horror,4.0,122
hs1914,into the ashes,"action, adventure, drama",1.0,2
hs1915,kill order,"action, science fiction",5.0,331
hs1916,mary,"horror, thriller",3.0,431
hs1917,middle of nowhere,"comedy, drama, romance",3.0,37
hs1918,nina,"drama, history, music",3.0,24
hs1919,odd thomas,"comedy, drama, horror",4.0,125
hs1920,playin' for love,"black stories, comedy",4.0,41
hs1921,robo-dog,"comedy, family, science fiction",5.0,60
hs1922,so this is christmas,"comedy, drama, family",4.0,43
hs1923,step dogs,"comedy, family",4.0,11
hs1924,the clintons: an american odyssey,documentaries,3.5,46
hs1925,the heart of christmas,"drama, family",4.0,47
hs1926,the houses october built,horror,3.0,58
hs1927,the houses october built 2,"horror, thriller",5.0,62
hs1928,the numbers station,"action, thriller",4.0,404
hs1929,the tall man,"crime, horror",0.5,27
hs1930,trick,"horror, thriller",4.0,362
hs1931,wolfcop,"comedy, horror",3.0,24
hs1932,andy & the donald,"comedy, news",5.0,56
hs1933,running with the devil,"action, adventure, crime",4.0,33
hs1934,lil rel howery: live in crenshaw,"comedy, stand up",3.0,46
hs1935,preacher,"action, adventure, drama",3.5,551
hs1936,cfb150,documentaries,4.0,225
hs1937,littlekenny,comedy,4.0,150
hs1938,midnight kiss,"horror, lgbtq+, thriller",3.0,392
hs1939,new order: decades,"documentaries, music",3.0,1126
hs1940,the day shall come,"action, adventure, comedy",4.5,674
hs1941,black jesus,"black stories, comedy",5.0,1156
hs1942,lo and behold: reveries of the connected world,documentaries,3.0,132
hs1943,pokémon the movie: diancie and the cocoon of destruction,"action, adventure, anime",4.0,306
hs1944,pokémon the movie: hoopa and the clash of ages,"action, adventure, anime",4.0,62
hs1945,pokémon the movie: volcanion and the mechanical marvel,"action, adventure, anime",4.0,173
hs1946,pokémon the series: xy,"action, adventure, anime",5.0,741
hs1947,pokémon the series: xy kalos quest,"action, adventure, anime",4.0,28
hs1948,pokémon the series: xyz,"action, adventure, anime",3.0,24
hs1949,a christmas carol (2019),drama,3.0,340
hs1950,loro,"drama, international",2.5,368
hs1951,my little pony: friendship is magic,"family, kids",4.5,719
hs1952,cold case hammarskjöld,documentaries,3.5,38
hs1953,the kid,"action, adventure, drama",3.0,75
hs1954,wild rose,"comedy, drama, music",4.0,606
hs1955,id: invaded,"anime, crime, drama",4.0,28
hs1956,depraved,"horror, thriller",5.0,5
hs1957,marvel's runaways,"action, adventure, drama",2.0,150
hs1958,blackfish,documentaries,3.0,191
hs1959,fast color,"drama, horror, science fiction",5.0,63
hs1960,catherine the great,"drama, history",4.5,273
hs1961,my little pony crystal princess: the runaway rainbow,"family, kids",4.0,150
hs1962,my little pony: a very minty christmas,"action, adventure, family",4.0,212
hs1963,my little pony: the princess promenade,"action, adventure, family",1.5,43
hs1964,my little pony: twinkle wish adventure,"action, adventure, family",4.0,320
hs1965,the harder way,"documentaries, sports",4.0,229
hs1966,a nasty piece of work,"horror, thriller",3.0,805
hs1967,eddie griffin: e-niggma,"comedy, news, stand up",3.0,390
hs1968,reprisal,"action, drama",4.0,127
hs1969,how to train your dragon: homecoming,"adventure, family, kids",4.0,82
hs1970,how to train your dragon: snoggletog log,"family, kids",4.5,125
hs1971,killers anonymous,"action, crime, mystery",3.5,84
hs1972,politicking with larry king,news,3.0,191
hs1973,making it,"lifestyle & culture, reality",4.5,410
hs1974,this one's for the ladies,"black stories, documentaries",4.0,41
hs1975,gintama,"action, adventure, anime",4.5,125
hs1976,the only way is essex,"international, reality, romance",4.0,65
hs1977,apple tree yard,"drama, horror, thriller",3.5,9
hs1978,mike wallace is here,documentaries,2.0,166
hs1979,astronaut,drama,3.5,314
hs1980,love & mercy,"drama, music",4.0,166
hs1981,ice age: a mammoth christmas,"action, adventure, comedy",5.0,111
hs1982,holly hobbie,"family, kids",2.0,24
hs1983,the accident,"crime, drama",3.5,82
hs1984,vita & virginia,"drama, lgbtq+, romance",4.0,918
hs1985,the quiet one,"documentaries, music",3.0,471
hs1986,booksmart,"comedy, lgbtq+",4.0,434
hs1987,the tomorrow man,"drama, romance",4.0,64
hs1988,ufc sound waves,"documentaries, sports",4.0,273
hs1989,fantastica: a boonie bears adventure,"adventure, comedy, family",4.0,229
hs1990,buzzfeed unsolved: supernatural,"comedy, horror",4.0,24
hs1991,dollface,comedy,4.0,391
hs1992,case file n°221 : kabukicho,"anime, international",5.0,523
hs1993,stars align,"anime, drama",4.0,251
hs1994,you're the worst,"comedy, sitcom",3.0,682
hs1995,phantasy star online 2: episode oracle,"anime, science fiction",3.0,150
hs1996,stand my heroes: piece of truth,anime,5.0,44
hs1997,the biggest little farm,"documentaries, family",3.0,468
hs1998,bbquest,"cooking & food, lifestyle & culture",3.5,555
hs1999,framing john delorean,documentaries,4.0,56
hs2000,special 7: special crime investigation unit,"anime, crime",4.0,79
hs2001,denial,drama,2.0,119
hs2002,kono oto tomare!: sounds of life,"anime, drama",1.0,229
hs2003,azur lane,anime,3.0,342
